"Package","Version","citation"
"vroom","1.7.0","To cite package ‘vroom’ in publications use:    Hester J, Wickham H, Bryan J (2026). _vroom: Read and Write Rectangular Text Data Quickly_.   R package version 1.7.0, <https://CRAN.R-project.org/package=vroom>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {vroom: Read and Write Rectangular Text Data Quickly},     author = {Jim Hester and Hadley Wickham and Jennifer Bryan},     year = {2026},     note = {R package version 1.7.0},     url = {https://CRAN.R-project.org/package=vroom},   }"
"withr","3.0.2","To cite package ‘withr’ in publications use:    Hester J, Henry L, Müller K, Ushey K, Wickham H, Chang W (2024). _withr: Run Code 'With'   Temporarily Modified Global State_. R package version 3.0.2,   <https://CRAN.R-project.org/package=withr>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {withr: Run Code 'With' Temporarily Modified Global State},     author = {Jim Hester and Lionel Henry and Kirill Müller and Kevin Ushey and Hadley Wickham and Winston Chang},     year = {2024},     note = {R package version 3.0.2},     url = {https://CRAN.R-project.org/package=withr},   }"
"xfun","0.52","To cite package ‘xfun’ in publications use:    Xie Y (2025). _xfun: Supporting Functions for Packages Maintained by 'Yihui Xie'_. R package   version 0.52, <https://github.com/yihui/xfun>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {xfun: Supporting Functions for Packages Maintained by 'Yihui Xie'},     author = {Yihui Xie},     year = {2025},     note = {R package version 0.52},     url = {https://github.com/yihui/xfun},   }"
"xml2","1.3.8","To cite package ‘xml2’ in publications use:    Wickham H, Hester J, Ooms J (2025). _xml2: Parse XML_. R package version 1.3.8,   https://r-lib.r-universe.dev/xml2, <https://xml2.r-lib.org>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {xml2: Parse XML},     author = {Hadley Wickham and Jim Hester and Jeroen Ooms},     year = {2025},     note = {R package version 1.3.8, https://r-lib.r-universe.dev/xml2},     url = {https://xml2.r-lib.org},   }"
"XVector","0.42.0","To cite package ‘XVector’ in publications use:    Pagès H, Aboyoun P (2023). _XVector: Foundation of external vector representation and   manipulation in Bioconductor_. doi:10.18129/B9.bioc.XVector   <https://doi.org/10.18129/B9.bioc.XVector>, R package version 0.42.0,   <https://bioconductor.org/packages/XVector>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {XVector: Foundation of external vector representation and manipulation in Bioconductor},     author = {Hervé Pagès and Patrick Aboyoun},     year = {2023},     note = {R package version 0.42.0},     url = {https://bioconductor.org/packages/XVector},     doi = {10.18129/B9.bioc.XVector},   }  ATTENTION: This citation information has been auto-generated from the package DESCRIPTION file and may need manual editing, see ‘help(""citation"")’."
"yaml","2.3.10","To cite package ‘yaml’ in publications use:    Garbett SP, Stephens J, Simonov K, Xie Y, Dong Z, Wickham H, Horner J, reikoch, Beasley W,   O'Connor B, Warnes GR, Quinn M, Kamvar ZN, Gao C (2024). _yaml: Methods to Convert R Data to   YAML and Back_. R package version 2.3.10, <https://github.com/vubiostat/r-yaml/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {yaml: Methods to Convert R Data to YAML and Back},     author = {Shawn P Garbett and Jeremy Stephens and Kirill Simonov and Yihui Xie and Zhuoer Dong and Hadley Wickham and Jeffrey Horner and {reikoch} and Will Beasley and Brendan O'Connor and Gregory R. Warnes and Michael Quinn and Zhian N. Kamvar and Charlie Gao},     year = {2024},     note = {R package version 2.3.10},     url = {https://github.com/vubiostat/r-yaml/},   }  ATTENTION: This citation information has been auto-generated from the package DESCRIPTION file and may need manual editing, see ‘help(""citation"")’."
"zlibbioc","1.48.2","To cite package ‘zlibbioc’ in publications use:    Morgan M (2024). _zlibbioc: An R packaged zlib-1.2.5_. R package version 1.48.2,   <https://bioconductor.org/packages/zlibbioc>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {zlibbioc: An R packaged zlib-1.2.5},     author = {Martin Morgan},     year = {2024},     note = {R package version 1.48.2},     url = {https://bioconductor.org/packages/zlibbioc},   }  ATTENTION: This citation information has been auto-generated from the package DESCRIPTION file and may need manual editing, see ‘help(""citation"")’."
"base","4.3.3","To cite R in publications use:    R Core Team (2024). _R: A Language and Environment for Statistical Computing_. R Foundation   for Statistical Computing, Vienna, Austria. <https://www.R-project.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {R: A Language and Environment for Statistical Computing},     author = {{R Core Team}},     organization = {R Foundation for Statistical Computing},     address = {Vienna, Austria},     year = {2024},     url = {https://www.R-project.org/},   }  We have invested a lot of time and effort in creating R, please cite it when using it for data analysis. See also ‘citation(""pkgname"")’ for citing R packages."
"boot","1.3-29","To cite the 'boot' package in publications use:    Angelo Canty and Brian Ripley (2024). boot: Bootstrap R (S-Plus) Functions. R package   version 1.3-29.    Davison, A. C. & Hinkley, D. V. (1997) Bootstrap Methods and Their Applications. Cambridge   University Press, Cambridge. ISBN 0-521-57391-2  To see these entries in BibTeX format, use 'print(<citation>, bibtex=TRUE)', 'toBibtex(.)', or set 'options(citation.bibtex.max=999)'."
"class","7.3-22","To cite the class package in publications use:    Venables, W. N. & Ripley, B. D. (2002) Modern Applied Statistics with S. Fourth Edition.   Springer, New York. ISBN 0-387-95457-0  A BibTeX entry for LaTeX users is    @Book{,     title = {Modern Applied Statistics with S},     author = {W. N. Venables and B. D. Ripley},     publisher = {Springer},     edition = {Fourth},     address = {New York},     year = {2002},     note = {ISBN 0-387-95457-0},     url = {https://www.stats.ox.ac.uk/pub/MASS4/},   }"
"cluster","2.1.6","To cite the R package cluster in publications use:    Maechler, M., Rousseeuw, P., Struyf, A., Hubert, M., Hornik, K.(2023).  cluster: Cluster   Analysis Basics and Extensions. R package version 2.1.6.  A BibTeX entry for LaTeX users is    @Manual{,     title = {cluster: Cluster Analysis Basics and Extensions},     author = {Martin Maechler and Peter Rousseeuw and Anja Struyf and Mia Hubert and Kurt Hornik},     year = {2023},     url = {https://CRAN.R-project.org/package=cluster},     note = {R package version 2.1.6 --- For new features, see the 'NEWS' and the 'Changelog' file in the package source)},   }"
"codetools","0.2-19","To cite package ‘codetools’ in publications use:    Tierney L (2023). _codetools: Code Analysis Tools for R_. R package version 0.2-19,   <https://CRAN.R-project.org/package=codetools>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {codetools: Code Analysis Tools for R},     author = {Luke Tierney},     year = {2023},     note = {R package version 0.2-19},     url = {https://CRAN.R-project.org/package=codetools},   }  ATTENTION: This citation information has been auto-generated from the package DESCRIPTION file and may need manual editing, see ‘help(""citation"")’."
"compiler","4.3.3","The ‘compiler’ package is part of R.  To cite R in publications use:    R Core Team (2024). _R: A Language and Environment for Statistical Computing_. R Foundation   for Statistical Computing, Vienna, Austria. <https://www.R-project.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {R: A Language and Environment for Statistical Computing},     author = {{R Core Team}},     organization = {R Foundation for Statistical Computing},     address = {Vienna, Austria},     year = {2024},     url = {https://www.R-project.org/},   }  We have invested a lot of time and effort in creating R, please cite it when using it for data analysis. See also ‘citation(""pkgname"")’ for citing R packages."
"datasets","4.3.3","The ‘datasets’ package is part of R.  To cite R in publications use:    R Core Team (2024). _R: A Language and Environment for Statistical Computing_. R Foundation   for Statistical Computing, Vienna, Austria. <https://www.R-project.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {R: A Language and Environment for Statistical Computing},     author = {{R Core Team}},     organization = {R Foundation for Statistical Computing},     address = {Vienna, Austria},     year = {2024},     url = {https://www.R-project.org/},   }  We have invested a lot of time and effort in creating R, please cite it when using it for data analysis. See also ‘citation(""pkgname"")’ for citing R packages."
"foreign","0.8-86","To cite package ‘foreign’ in publications use:    R Core Team (2023). _foreign: Read Data Stored by 'Minitab', 'S', 'SAS', 'SPSS', 'Stata',   'Systat', 'Weka', 'dBase', ..._. R package version 0.8-86,   <https://CRAN.R-project.org/package=foreign>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {foreign: Read Data Stored by 'Minitab', 'S', 'SAS', 'SPSS', 'Stata', 'Systat', 'Weka', 'dBase', ...},     author = {{R Core Team}},     year = {2023},     note = {R package version 0.8-86},     url = {https://CRAN.R-project.org/package=foreign},   }"
"graphics","4.3.3","The ‘graphics’ package is part of R.  To cite R in publications use:    R Core Team (2024). _R: A Language and Environment for Statistical Computing_. R Foundation   for Statistical Computing, Vienna, Austria. <https://www.R-project.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {R: A Language and Environment for Statistical Computing},     author = {{R Core Team}},     organization = {R Foundation for Statistical Computing},     address = {Vienna, Austria},     year = {2024},     url = {https://www.R-project.org/},   }  We have invested a lot of time and effort in creating R, please cite it when using it for data analysis. See also ‘citation(""pkgname"")’ for citing R packages."
"grDevices","4.3.3","The ‘grDevices’ package is part of R.  To cite R in publications use:    R Core Team (2024). _R: A Language and Environment for Statistical Computing_. R Foundation   for Statistical Computing, Vienna, Austria. <https://www.R-project.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {R: A Language and Environment for Statistical Computing},     author = {{R Core Team}},     organization = {R Foundation for Statistical Computing},     address = {Vienna, Austria},     year = {2024},     url = {https://www.R-project.org/},   }  We have invested a lot of time and effort in creating R, please cite it when using it for data analysis. See also ‘citation(""pkgname"")’ for citing R packages."
"grid","4.3.3","The ‘grid’ package is part of R.  To cite R in publications use:    R Core Team (2024). _R: A Language and Environment for Statistical Computing_. R Foundation   for Statistical Computing, Vienna, Austria. <https://www.R-project.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {R: A Language and Environment for Statistical Computing},     author = {{R Core Team}},     organization = {R Foundation for Statistical Computing},     address = {Vienna, Austria},     year = {2024},     url = {https://www.R-project.org/},   }  We have invested a lot of time and effort in creating R, please cite it when using it for data analysis. See also ‘citation(""pkgname"")’ for citing R packages."
"KernSmooth","2.23-22","To cite package ‘KernSmooth’ in publications use:    Wand M (2023). _KernSmooth: Functions for Kernel Smoothing Supporting Wand & Jones (1995)_.   R package version 2.23-22, <https://CRAN.R-project.org/package=KernSmooth>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {KernSmooth: Functions for Kernel Smoothing Supporting Wand & Jones (1995)},     author = {Matt Wand},     year = {2023},     note = {R package version 2.23-22},     url = {https://CRAN.R-project.org/package=KernSmooth},   }"
"lattice","0.22-5","To cite package ‘lattice’ in publications use:    Sarkar D (2008). _Lattice: Multivariate Data Visualization with R_. Springer, New York. ISBN   978-0-387-75968-5, <http://lmdvr.r-forge.r-project.org>.  A BibTeX entry for LaTeX users is    @Book{,     title = {Lattice: Multivariate Data Visualization with R},     author = {Deepayan Sarkar},     year = {2008},     publisher = {Springer},     address = {New York},     isbn = {978-0-387-75968-5},     url = {http://lmdvr.r-forge.r-project.org},   }"
"MASS","7.3-60.0.1","To cite the MASS package in publications use:    Venables, W. N. & Ripley, B. D. (2002) Modern Applied Statistics with S. Fourth Edition.   Springer, New York. ISBN 0-387-95457-0  A BibTeX entry for LaTeX users is    @Book{,     title = {Modern Applied Statistics with S},     author = {W. N. Venables and B. D. Ripley},     publisher = {Springer},     edition = {Fourth},     address = {New York},     year = {2002},     note = {ISBN 0-387-95457-0},     url = {https://www.stats.ox.ac.uk/pub/MASS4/},   }"
"Matrix","1.6-5","To cite package ‘Matrix’ in publications use:    Bates D, Maechler M, Jagan M (2024). _Matrix: Sparse and Dense Matrix Classes and Methods_.   R package version 1.6-5, <https://CRAN.R-project.org/package=Matrix>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {Matrix: Sparse and Dense Matrix Classes and Methods},     author = {Douglas Bates and Martin Maechler and Mikael Jagan},     year = {2024},     note = {R package version 1.6-5},     url = {https://CRAN.R-project.org/package=Matrix},   }"
"methods","4.3.3","The ‘methods’ package is part of R.  To cite R in publications use:    R Core Team (2024). _R: A Language and Environment for Statistical Computing_. R Foundation   for Statistical Computing, Vienna, Austria. <https://www.R-project.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {R: A Language and Environment for Statistical Computing},     author = {{R Core Team}},     organization = {R Foundation for Statistical Computing},     address = {Vienna, Austria},     year = {2024},     url = {https://www.R-project.org/},   }  We have invested a lot of time and effort in creating R, please cite it when using it for data analysis. See also ‘citation(""pkgname"")’ for citing R packages."
"mgcv","1.9-1","2011 for generalized additive model method; 2016 for beyond exponential family; 2004 for strictly additive GCV based model method and basics of gamm; 2017 for overview; 2003 for thin plate regression splines.    Wood, S.N. (2011) Fast stable restricted maximum likelihood and marginal likelihood   estimation of semiparametric generalized linear models. Journal of the Royal Statistical   Society (B) 73(1):3-36    Wood S.N., N. Pya and B. Saefken (2016) Smoothing parameter and model selection for general   smooth models (with discussion). Journal of the American Statistical Association   111:1548-1575.    Wood, S.N. (2004) Stable and efficient multiple smoothing parameter estimation for   generalized additive models. Journal of the American Statistical Association. 99:673-686.    Wood, S.N. (2017) Generalized Additive Models: An Introduction with R (2nd edition). Chapman   and Hall/CRC.    Wood, S.N. (2003) Thin-plate regression splines. Journal of the Royal Statistical Society   (B) 65(1):95-114.  To see these entries in BibTeX format, use 'print(<citation>, bibtex=TRUE)', 'toBibtex(.)', or set 'options(citation.bibtex.max=999)'."
"nlme","3.1-164","To cite package ‘nlme’ in publications use:    Pinheiro J, Bates D, R Core Team (2023). _nlme: Linear and Nonlinear Mixed Effects Models_.   R package version 3.1-164, <https://CRAN.R-project.org/package=nlme>.    Pinheiro JC, Bates DM (2000). _Mixed-Effects Models in S and S-PLUS_. Springer, New York.   doi:10.1007/b98882 <https://doi.org/10.1007/b98882>.  To see these entries in BibTeX format, use 'print(<citation>, bibtex=TRUE)', 'toBibtex(.)', or set 'options(citation.bibtex.max=999)'."
"nnet","7.3-19","To cite the nnet package in publications use:    Venables, W. N. & Ripley, B. D. (2002) Modern Applied Statistics with S. Fourth Edition.   Springer, New York. ISBN 0-387-95457-0  A BibTeX entry for LaTeX users is    @Book{,     title = {Modern Applied Statistics with S},     author = {W. N. Venables and B. D. Ripley},     publisher = {Springer},     edition = {Fourth},     address = {New York},     year = {2002},     note = {ISBN 0-387-95457-0},     url = {https://www.stats.ox.ac.uk/pub/MASS4/},   }"
"parallel","4.3.3","The ‘parallel’ package is part of R.  To cite R in publications use:    R Core Team (2024). _R: A Language and Environment for Statistical Computing_. R Foundation   for Statistical Computing, Vienna, Austria. <https://www.R-project.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {R: A Language and Environment for Statistical Computing},     author = {{R Core Team}},     organization = {R Foundation for Statistical Computing},     address = {Vienna, Austria},     year = {2024},     url = {https://www.R-project.org/},   }  We have invested a lot of time and effort in creating R, please cite it when using it for data analysis. See also ‘citation(""pkgname"")’ for citing R packages."
"rpart","4.1.23","To cite package ‘rpart’ in publications use:    Therneau T, Atkinson B (2023). _rpart: Recursive Partitioning and Regression Trees_. R   package version 4.1.23, <https://CRAN.R-project.org/package=rpart>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {rpart: Recursive Partitioning and Regression Trees},     author = {Terry Therneau and Beth Atkinson},     year = {2023},     note = {R package version 4.1.23},     url = {https://CRAN.R-project.org/package=rpart},   }"
"spatial","7.3-17","To cite the spatial package in publications use:    Venables, W. N. & Ripley, B. D. (2002) Modern Applied Statistics with S. Fourth Edition.   Springer, New York. ISBN 0-387-95457-0  A BibTeX entry for LaTeX users is    @Book{,     title = {Modern Applied Statistics with S},     author = {W. N. Venables and B. D. Ripley},     publisher = {Springer},     edition = {Fourth},     address = {New York},     year = {2002},     note = {ISBN 0-387-95457-0},     url = {https://www.stats.ox.ac.uk/pub/MASS4/},   }"
"splines","4.3.3","The ‘splines’ package is part of R.  To cite R in publications use:    R Core Team (2024). _R: A Language and Environment for Statistical Computing_. R Foundation   for Statistical Computing, Vienna, Austria. <https://www.R-project.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {R: A Language and Environment for Statistical Computing},     author = {{R Core Team}},     organization = {R Foundation for Statistical Computing},     address = {Vienna, Austria},     year = {2024},     url = {https://www.R-project.org/},   }  We have invested a lot of time and effort in creating R, please cite it when using it for data analysis. See also ‘citation(""pkgname"")’ for citing R packages."
"stats","4.3.3","The ‘stats’ package is part of R.  To cite R in publications use:    R Core Team (2024). _R: A Language and Environment for Statistical Computing_. R Foundation   for Statistical Computing, Vienna, Austria. <https://www.R-project.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {R: A Language and Environment for Statistical Computing},     author = {{R Core Team}},     organization = {R Foundation for Statistical Computing},     address = {Vienna, Austria},     year = {2024},     url = {https://www.R-project.org/},   }  We have invested a lot of time and effort in creating R, please cite it when using it for data analysis. See also ‘citation(""pkgname"")’ for citing R packages."
"stats4","4.3.3","The ‘stats4’ package is part of R.  To cite R in publications use:    R Core Team (2024). _R: A Language and Environment for Statistical Computing_. R Foundation   for Statistical Computing, Vienna, Austria. <https://www.R-project.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {R: A Language and Environment for Statistical Computing},     author = {{R Core Team}},     organization = {R Foundation for Statistical Computing},     address = {Vienna, Austria},     year = {2024},     url = {https://www.R-project.org/},   }  We have invested a lot of time and effort in creating R, please cite it when using it for data analysis. See also ‘citation(""pkgname"")’ for citing R packages."
"survival","3.5-8","To cite package ‘survival’ in publications use:    Therneau T (2024). _A Package for Survival Analysis in R_. R package version 3.5-8,   <https://CRAN.R-project.org/package=survival>.    Terry M. Therneau, Patricia M. Grambsch (2000). _Modeling Survival Data: Extending the Cox   Model_. Springer, New York. ISBN 0-387-98784-3.  To see these entries in BibTeX format, use 'print(<citation>, bibtex=TRUE)', 'toBibtex(.)', or set 'options(citation.bibtex.max=999)'."
"tcltk","4.3.3","The ‘tcltk’ package is part of R.  To cite R in publications use:    R Core Team (2024). _R: A Language and Environment for Statistical Computing_. R Foundation   for Statistical Computing, Vienna, Austria. <https://www.R-project.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {R: A Language and Environment for Statistical Computing},     author = {{R Core Team}},     organization = {R Foundation for Statistical Computing},     address = {Vienna, Austria},     year = {2024},     url = {https://www.R-project.org/},   }  We have invested a lot of time and effort in creating R, please cite it when using it for data analysis. See also ‘citation(""pkgname"")’ for citing R packages."
"tools","4.3.3","The ‘tools’ package is part of R.  To cite R in publications use:    R Core Team (2024). _R: A Language and Environment for Statistical Computing_. R Foundation   for Statistical Computing, Vienna, Austria. <https://www.R-project.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {R: A Language and Environment for Statistical Computing},     author = {{R Core Team}},     organization = {R Foundation for Statistical Computing},     address = {Vienna, Austria},     year = {2024},     url = {https://www.R-project.org/},   }  We have invested a lot of time and effort in creating R, please cite it when using it for data analysis. See also ‘citation(""pkgname"")’ for citing R packages."
"utils","4.3.3","The ‘utils’ package is part of R.  To cite R in publications use:    R Core Team (2024). _R: A Language and Environment for Statistical Computing_. R Foundation   for Statistical Computing, Vienna, Austria. <https://www.R-project.org/>.  A BibTeX entry for LaTeX users is    @Manual{,     title = {R: A Language and Environment for Statistical Computing},     author = {{R Core Team}},     organization = {R Foundation for Statistical Computing},     address = {Vienna, Austria},     year = {2024},     url = {https://www.R-project.org/},   }  We have invested a lot of time and effort in creating R, please cite it when using it for data analysis. See also ‘citation(""pkgname"")’ for citing R packages."
